	1320
nilahue	1
nine	16
nineteenth	9
ninety	4
nitrate	204
nitric	2
nitrogen	3
nitrogenous	1
no	209
nobel	1
noble	7
nobody	3
noisy	1
nomad	1
nomadic	1
nomads	3
nombre	2
nominal	1
nominally	3
nominated	1
nomination	1
non	14
none	16
nonproprietary	1
noon	2
noort	4
nor	39
nordau	1
normal	10
normally	2
norte	1
north	164
northeast	1
northerly	14
northern	27
northerner	1
northers	1
northward	7
northwards	2
northwest	2
norway	1
norwegian	1
nose	1
not	332
notable	2
notables	1
notably	5
notary	1
note	12
noted	12
notes	5
noteworthy	1
nothing	27
notice	5
noticed	2
notices	1
noticias	2
notifies	1
notoriously	1
nourishing	1
nova	1
novel	8
novelist	2
novelists	3
novels	4
november	13
now	51
nowhere	2
noxious	2
nucleus	1
nueva	7
nuggets	1
nui	1
number	80
numbered	2
numbering	1
numbers	14
numerical	2
numerous	1
nummularia_	2
nursed	1
nurture	1
nurtured	1
nut	2
nutmegs	1
nuts	4
nuñez	1
nuño	1
nyel	2
o	31
oak	1
oaks	1
oar	1
oars	1
oases	4
oasis	3
oats	1
obedience	1
obey	1
obeyed	3
obeying	1
object	12
objected	4
objection	3
objectionable	1
objections	3
objective	1
objects	5
obligation	1
obligations	2
obliged	7
obligingly	1
obliteration	1
obreros	1
obscures	1
observant	2
observation	1
observations	3
observe	1
observed	3
observer	3
observers	1
observing	1
obsidian	1
obsolete	1
obstinate	2
obstinately	1
obtain	14
obtained	23
obtaining	8
obtains	1
obviate	3
obvious	1
obviously	1
ocampo	4
occasion	9
occasional	2
occasionally	4
occasioned	2
occasions	3
occupation	6
occupied	6
occupies	1
occupy	1
occupying	2
occur	2
occurred	8
occurrence	2
occurring	4
occurs	1
ocean	9
ochre	1
october	18
oddest	1
odoriferous	1
of	5393
off	47
offenders	1
offer	16
offered	15
offering	16
offerings	1
offers	8
office	19
officer	4
officers	25
offices	5
official	20
officially	9
officials	18
oficina	6
oficinas	38
oficio	1
ofqui	1
often	15
oil	5
old	80
older	10
oldest	2
olive	3
oliver	3
olives	1
omit	1
omitted	1
on	410
onas	4
once	33
ondanza	1
one	214
onions	1
online	5
only	160
onslaughts	1
onwards	2
opaque	1
open	30
opened	21
opening	11
openings	2
openly	7
opens	1
operate	8
operated	24
operates	6
operating	20
operation	23
operations	11
operator	1
operators	4
opinion	4
opponents	2
opportune	1
opportunities	1
opportunity	5
opposed	5
opposite	5
opposition	1
oppression	1
oppressive	1
optimism	1
optimistic	1
option	1
or	431
orange	7
oranges	4
oratorical	1
orbigny	1
orchard	1
orchards	17
ordained	1
order	27
ordered	2
ordering	1
orderly	1
orders	11
ordinary	3
ore	27
ores	19
org	9
organisation	3
organisations	2
organised	13
organiser	2
organising	1
organizations	2
organized	2
organizer	1
orgoñez	1
orient	1
oriental	1
origin	11
original	18
originally	10
originated	1
originator	1
ornaments	4
orohié	1
orongo	3
orrego	1
ortiz	1
oruro	1
osandon	1
osorio	3
osorno	15
ossa	2
ostrich	1
other	155
others	20
ounce	1
ounces	1
our	10
out	142
outbreak	3
outbursts	2
outclass	1
outclassed	1
outdated	1
outdistanced	1
outer	3
outfit	1
outflow	2
outlawry	1
outlay	2
outlet	6
outlets	3
outlined	3
outlines	1
outlook	2
outpost	1
outposts	3
output	21
outside	31
outsider	1
outsiders	1
outspoken	1
outstanding	4
outward	1
outweighed	1
oval	1
ovalle	2
over	118
overboard	4
overcome	4
overhead	1
overland	6
overloaded	1
overloading	1
overlooking	1
overlord	1
overpowered	2
overseas	18
overshadowed	1
overshot	1
overtaken	1
overthrow	3
overthrown	4
overwhelmed	2
overwork	1
owe	1
owed	5
owes	6
owing	14
own	42
owned	14
owner	8
owners	16
ownership	5
owning	8
owns	10
ox	2
oxen	2
oxenham	4
oxides	1
oxley	1
oxygen	1
oyarzún	2
oñez	3
p	7
pabellón	1
pablo	5
pace	1
pachacuti	1
pacific	86
pacifico	1
pacifying	2
packed	2
packing	7
pact	2
paddled	1
paddles	1
padres	1
page	5
page_	1
pages	6
paid	23
paillamacu	2
paine	1
painfully	1
paint	1
painted	2
painter	1
paints	1
pair	2
paita	5
palace	2
palatable	1
pale	3
palena	1
palisaded	2
palisades	2
palm	2
palma	1
pampa	24
pampas	24
pampas_	1
pamphlets	1
pan	1
panama	21
pangal	1
pangui	1
panic	1
panorama	1
panquehue	2
pans	1
pantoja	1
paper	33
papers	4
paperwork	1
paposo	3
papudo	3
par	3
para	1
paraded	2
paragraph	11
paragraphs	3
paraguay	4
parallel	5
paralleled	1
parallels	1
paralysation	1
paralysis	2
paralyzation	2
parasite	2
parcelled	1
parched	3
pardo	1
pareja	2
parents	2
paris	3
park	2
parleying	1
parliament	7
parliaments	1
parole	1
parque	4
parral	1
parroquets	1
part	93
particular	10
particularly	7
parties	4
parting	1
partisan	1
partitions	1
partly	18
partnership	1
partridge	1
parts	18
party	24
pará	1
pascua	1
pass	17
passage	10
passages	2
passed	28
passenger	2
passengers	5
passes	8
passing	7
passion	3
passive	2
passport	1
passports	1
past	9
paste	2
pastel	1
pastime	1
pastoral	3
pasture	2
pastures	6
patagonia	17
patagonian	4
patagonians	4
patagonica_	1
patch	1
patches	2
patchy	1
patent	2
patentee	1
paternalism	1
path	4
pathless	2
paths	2
pathway	1
patience	1
patillos	1
patrick	1
patriot	1
patriotic	3
patriotism	1
patriots	5
patrol	2
pattern	3
patterned	2
patterns	1
paté	1
paullu	1
paulo	2
pause	1
paved	4
paving	2
pawnshop	1
pay	13
paying	7
paymaster	1
payment	6
payments	7
pays	4
paz	7
peace	18
peaceful	1
peach	1
peaches	6
peak	3
peaked	1
peaks	11
pearl	1
pearly	1
pears	3
pearson	6
peas	1
peasant	2
peasantry	3
peasants	2
pease	1
peat	2
peckett	1
peculiar	6
peculiarly	1
peddler	1
peddlers	1
pedestrians	1
pedigree	1
pedro	19
peeps	1
peg	1
peiro	1
peltata_	1
pen	1
penal	1
penalties	2
penalty	1
penance	3
pence	35
penco	10
pendant	1
penetrated	2
penetrating	1
penguin	2
penguins	1
peninsula	6
peninsular	4
penitentes	1
penitential	1
penny	1
penquistos	2
pens	1
people	79
peoples	1
pepper	3
peppers	2
per	108
percentage	4
peremptory	1
perennial	1
perennially	4
perez	6
perfect	1
perfectly	3
perfetti	1
perform	2
performances	1
performed	9
performing	7
performs	1
perfumed	1
perfumery	1
perfumes	1
perhaps	24
period	35
period_	1
periodic	1
periodicals	1
periods	4
permanence	1
permanent	12
permanently	3
permission	9
permit	3
permits	4
permitted	18
permitting	1
pernambuco	2
pernicious	2
perpetually	3
perro	1
persecution	1
persisted	3
persistent	1
persistently	1
persists	1
person	18
personage	1
personages	1
personal	8
personality	2
personnel	4
persons	13
persuaded	1
persuasive	1
peru	135
peruvian	35
peruvians	14
pesetas	1
peso	20
pesos	114
pessimists	1
peter	3
petition	2
petorca	2
petrohue	1
petroleum	8
petroliferous	2
petroléo	1
petroléos	1
petty	2
pezoa	1
pezuela	2
peña	2
peñas	3
pg	1
pgdp	1
pglaf	1
phenomenon	1
philesia	1
philip	21
philip_	1
philippe	1
philippi	1
philippines	2
philosophically	1
phosphate	1
photograph	1
phrase	4
phthisis	1
physical	10
physically	2
physician	2
physicians	1
piastres	1
pica	1
pichi	2
pichilemu	1
pick	1
pickaxe	1
picked	3
picones	1
picton	1
picture	4
pictures	2
picturesque	2
picunche	3
piece	4
pieces	8
piercing	1
pierola	1
pig	4
pigs	1
pile	2
piled	2
piles	1
pillan	1
pillar	3
pilot	7
piloted	1
pilots	2
pin	1
pine	5
pineapple	1
pines	1
pink	10
pinnace	5
pinnacles	1
pint	1
pintados	1
pinto	1
pints	1
pioneer	6
pioneers	3
pious	1
pipe	1
piped	4
pipes	2
piping	1
pipkin	1
pirate	3
pirates	4
piratical	2
pirihuaico	1
pirquenero	1
pisagua	8
pisco	2
pissis	1
pitched	1
pith	1
pitted	2
piura	1
pizarro	10
pizarros	2
place	50
placed	24
places	5
placilla	1
placing	1
plain	20
plainer	1
plainly	4
plains	9
plaited	1
plan	2
planchon	1
planes	1
planks	10
planned	7
planning	6
plans	30
plant	31
plantations	5
planted	8
planters	1
planting	1
plants	13
plata	5
plate	6
platform	2
platforms	3
play	1
played	1
player	1
playhouses	1
playing	1
plays	2
plaza	2
plazas	1
pleasant	16
please	3
pleasing	1
pleasure	3
plebiscite	10
pledged	1
pleito	1
plentiful	1
plentifully	1
plenty	12
pliable	1
plight	1
plot	2
plough	1
ploughed	1
ploughs	1
pluckily	1
plucky	3
plumes	1
plums	4
plunder	1
plundered	1
plundering	1
plus	5
plymouth	3
poblete	1
pocket	1
pod	1
pods	3
poem	2
poemas	1
poems	2
poeppig	1
poesy	1
poet	8
poetry	1
poets	6
point	24
pointed	2
pointing	1
points	17
poisonous	2
polar	2
pole	1
poles	1
police	3
policeman	1
policies	2
policy	8
polished	1
politely	1
politeness	1
political	30
politically	4
politician	2
politicians	3
politico	1
politics	2
polo	1
polynesia	3
polynesian	2
pomamaucaes	1
poncho	6
ponchos	3
pont	1
pony	1
pool	2
poopó	1
poor	13
poorly	1
pope	5
poplar	2
poplars	4
populace	3
popular	12
popularity	2
populated	3
population	42
populations	7
populous	2
por	1
pork	3
porous	1
porphyry	1
port	89
portages	1
portales	2
porter	1
portico	1
portillo	2
porto	3
portrait	1
portraiture	1
portrayer	1
portrerillos	1
ports	48
portugal	7
portuguese	19
position	30
positions	1
possess	9
possessed	7
possesses	10
possessing	9
possession	31
possessions	1
possessor	1
possibility	3
possible	17
possibly	2
post	12
posted	5
postponement	2
posts	7
postulating	1
potash	2
potato	9
potatoes	8
potatos	2
potent	1
potosí	6
potrerillos	4
potrerillos_	1
pottery	7
pound	8
pounds	13
poured	3
pouring	1
pourretia	1
powder	1
powdered	1
power	23
power_	1
powerful	14
powers	6
pox	1
poyas	1
practical	4
practically	30
practice	4
practised	3
practising	1
prado	1
praises	2
prat	1
prayed	1
prayer	1
pre	15
precariously	2
preceded	4
precious	13
precipitate	1
precise	2
precisely	1
precluding	1
predominating	2
preface	1
prefer	1
preferable	2
preferably	1
preference	1
preferred	2
prefers	3
prejudice	1
preliminary	1
premier	1
preoccupation	2
preparation	3
preparations	1
prepare	4
prepared	9
preparing	1
preponderant	1
presence	5
present	42
presentation	1
presented	8
presenting	3
presently	22
presents	6
preservation	2
preserve	4
preserved	5
preserving	2
president	21
presidential	2
press	7
pressed	3
pressing	4
pressure	4
prestige	7
presumption	1
pretence	1
pretend	2
pretended	2
pretends	1
pretentious	1
pretext	1
pretty	6
prevailed	4
prevailing	7
prevails	1
prevalence	1
prevent	8
prevented	4
prevents	1
previous	5
previously	11
price	17
priced	2
prices	24
pricked	2
pride	4
priest	8
priesthood	2
priests	3
prieto	2
prime	2
primeval	3
primitive	6
prince	1
princesses	1
principal	1
principally	1
principle	4
principles	1
print	2
printed	6
printer	1
prints	2
prior	4
prison	5
prisoner	13
prisoners	11
private	24
privateer	2
privateering	1
privateers	1
privilege	2
privileges	2
prize	5
prized	3
prizes	4
pro	2
probability	3
probable	1
probably	25
probity	1
problem	15
problems	12
procedure	1
proceed	2
proceeded	8
proceeding	2
proceeds	3
process	12
processed	1
processes	6
processing	1
procession	1
proclaimed	2
proclaiming	1
proclamation	3
proclamations	2
procurator	1
produce	25
produced	26
producer	4
producers	10
produces	9
producing	16
product	12
production	43
productions	2
productive	3
productores	1
products	18
profane	1
profession	2
professional	4
professor	1
profit	9
profitable	2
profits	4
profound	1
profoundly	1
progress	2
progressed	1
progressive	2
progressively	2
prohibited	1
prohibiting	1
prohibition	2
prohibitions	1
prohibitory	1
project	93
projected	8
projects	3
promenade	1
prominence	1
prominent	1
prominently	2
promise	4
promised	3
promises	1
promising	9
promote	1
promoted	2
promoters	1
promoting	4
promotion	1
prompted	1
promptly	9
promulgated	2
pronounced	1
proof	6
proofread	1
proofreading	1
propaganda	4
propagandists	1
proper	3
properly	6
properties	17
property	23
prophesied	1
prophesies	1
prophylactic	1
propitiated	1
proportion	24
proposal	1
proposed	3
proposing	1
proposition	1
propositions	2
proprietary	1
proprietors	3
propriety	1
proscribed	1
proselytisation	1
prospect	4
prospective	2
prospects	2
prosper	3
prospered	1
prosperity	10
prosperous	20
protect	7
protected	8
protecting	4
protection	2
protector	4
protest	2
protestant	1
protested	4
protests	1
protégé	1
proud	7
proudly	1
prove	3
proved	9
proves	2
provide	10
provided	6
providencia	1
provides	1
providing	7
province	64
provinces	30
provincial	1
proving	1
provision	7
provisioned	2
provisions	11
proviso	2
provoked	1
proximity	1
prudhomme	2
pseudonym	1
public	36
publication	3
publike	1
publish	1
published	20
publisher	1
publishers	3
publishing	2
pucara	2
puchacai	1
pudahuel	2
puddings	1
pudu	1
pueblo	5
puelche	1
puelches	2
puelma	2
puente	2
puentes	1
puerto	30
pueyrredon	2
pulled	1
pulp	2
pumped	1
pumping	1
pumps	1
puna	3
punapau	1
punch	1
punctual	1
pungent	2
punish	1
punished	3
punishment	2
punitive	3
punta	34
punto	2
pupils	1
puppet	1
puquios	1
purchas	3
purchase	4
purchased	3
purchasers	2
purchases	6
purchasing	2
pure	7
purely	2
puren	3
purest	1
purged	1
purity	3
purple	4
purporting	1
purpose	6
purposes	9
purse	1
pursue	1
pursued	1
purveyors	1
push	2
pushed	3
pushing	1
put	32
putaendo	2
putapichion	1
putting	4
puya	2
puzzle	2
pérouse	1
quadrangles	1
quadruped	1
quadrupeds	1
quadrupled	1
quail	1
quaker	1
qualification	1
qualified	1
qualifying	1
qualities	5
quality	14
quantities	33
quantity	23
quarrel	3
quarrels	8
quarries	2
quarry	1
quarter	4
quarters	4
quay	1
quays	2
quebrada	2
quechereguas	1
quechua	6
queen	6
quemada	1
quepe	1
quesada	1
question	21
questionable	1
questioned	1
questioners	1
questions	8
quick	3
quickly	9
quiet	1
quieting	1
quila	1
quillay	2
quillen	1
quillin	2
quillota	6
quina	1
quinchao	1
quinine	1
quintal	8
quintales	1
quintals	3
quintanilla	1
quintero	5
quintral	1
quiriquina	1
quiroga	2
quisco_	1
quite	11
quito	4
quiver	1
quivering	1
quotations	1
quote	2
quoted	4
quotes	1
r	3
race	14
races	7
racial	8
racing	1
rack	3
racy	1
radical	1
radiotelegraphy	1
rafael	3
rafts	1
raged	2
ragged	2
raging	2
rags	2
raid	1
raided	4
raider	1
raiders	2
raiding	7
raids	8
rail	10
railroad	10
railroads	7
rails	1
railway	74
railways	30
rain	14
rainfall	3
rainfalls	1
rainless	8
rains	8
rainy	7
raise	3
raised	13
raising	12
raisins	1
raleigh	1
ramification	1
ramifications	2
ramon	2
rampart	1
ramshackle	2
ran	13
rancagua	21
ranchos	1
ranco	6
range	7
ranged	6
ranging	6
rank	4
ranks	3
rano	4
ransom	2
rapel	2
rapid	6
rapidity	1
rapidly	11
raraku	6
rare	6
rarefied	1
rarely	6
rarities	1
rate	8
rates	7
rather	22
ratified	1
rations	1
rats	1
raveau	1
ravine	3
raw	5
rayada	1
raymond	1
razors	1
re	7
reach	9
reached	56
reaches	3
reaching	9
react	1
reaction	2
reactions	2
read	9
readable	2
reader	1
readers	2
readily	7
readiness	2
reading	2
readmitted	1
reads	2
ready	20
real	5
realisation	1
realise	2
realised	6
realises	1
realising	1
realistic	4
realization	2
realizing	1
really	3
realm	3
reaping	1
reappeared	2
reappointed	1
rear	1
reared	1
reason	10
reasonable	3
reasonably	3
reasons	11
reassert	1
reassured	1
reawakened	1
rebel	3
rebellion	3
rebels	1
rebolledo_	1
rebuilt	5
recalcitrant	1
recall	1
recalled	1
receipt	2
receipts	6
receive	6
received	42
receives	6
receiving	7
recent	15
recently	8
reception	2
recipient	1
reckoned	7
reckoning	1
reckons	3
reclamation	1
recognise	1
recognised	9
recognises	1
recognition	4
recommenced	1
recommendations	1
recommended	1
recompense	1
reconnoitre	1
reconsidered	1
record	17
recorded	11
recording	1
records	9
recover	2
recovered	1
recovering	1
recovery	1
recreation	1
recruited	2
rector	2
recuant	1
recurred	1
recurrence	1
recurrent	3
red	19
reddish	1
redeem	1
redeemed	3
redistribute	1
redistributing	2
redistribution	2
redonda	2
redoubled	1
redressing	1
reduce	3
reduced	20
reduces	1
reducing	1
reduction	3
reef	1
reefs	1
refer	1
references	2
referred	2
refinery	1
refining	3
refitted	2
reflect	1
reflects	1
reform	1
refrained	2
refuge	1
refugees	1
refuges	2
refund	10
refusal	1
refuse	2
refused	12
regain	1
regaining	1
regard	10
regarded	12
regarding	6
regards	14
regency	1
region	78
regions	80
registered	10
registering	3
registration	1
regret	1
regrets	1
regular	7
regularise	1
regularly	1
regulated	3
regulating	2
regulations	2
reinforced	1
reinforcements	3
reins	2
reinstated	1
reiterated	1
reiterating	1
rejected	1
rejects	1
rejoiced	1
rejoicing	2
rejoin	1
rejoined	1
rejoins	1
related	2
relates	1
relating	1
relation	4
relations	7
relaxation	1
relaxed	1
release	2
released	8
releasing	1
relegated	1
relentless	2
relentlessly	2
relief	1
relieve	1
relieved	1
religion	2
religious	11
relinquishment	1
reloncaví	4
reluctance	1
reluctantly	1
rely	1
remain	11
remainder	6
remained	26
remaining	21
remains	12
remark	2
remarkable	13
remarkably	4
remarks	4
remedies	2
remedy	1
remember	2
remembered	3
remembering	1
reminder	1
reminiscence	1
remnants	2
remodelling	1
remote	4
removal	4
remove	2
removed	4
renamed	4
render	8
rendered	15
rendering	4
renders	3
rendezvous	4
rending	1
renewed	5
renown	1
renowned	1
rent	1
rented	1
rents	1
renunciation	2
reopening	2
reorganised	1
repaid	1
repair	3
repaired	2
repairing	3
repairs	3
repeated	9
repeatedly	4
repetition	1
replace	2
replaced	5
replacement	5
replacing	1
replant	1
replicas	1
replied	1
replies	1
reply	1
report	11
reported	6
reporting	1
reports	4
repose	1
represent	3
representations	1
representative	3
representatives	8
represented	3
representing	3
represents	2
reprints	1
reprisals	1
reptiles	1
republic	3
republican	4
republics	5
repulsed	1
repurchased	1
reputation	3
repute	5
reputed	1
request	5
requested	1
require	2
required	10
requirements	5
requires	1
requiring	2
requited	1
rere	1
rescue	5
rescued	3
research	4
researches	1
reselling	1
resemblance	2
resembling	2
resented	1
resentment	1
reservation	2
reserve	4
reserved	1
reserved_	1
reserves	5
resettled	1
residence	2
residencia	1
residencia_	1
resident	5
residential	4
residents	5
residing	1
residuum	1
resign	1
resignation	2
resilient	1
resist	2
resistance	2
resisted	4
resists	1
resolute	1
resolutely	1
resolution	1
resolve	1
resounding	1
resource	1
resourceful	3
resources	5
respect	5
respectable	1
respected	2
respectively	1
respects	1
respond	2
responded	3
response	4
responsible	8
rest	17
restaurants	1
resthouses	1
restless	1
restoration	4
restored	4
restrain	1
restrained	1
restraining	1
restrict	1
restricted	1
restricting	1
restrictions	6
result	30
resulted	4
resulting	11
results	6
resume	1
resumed	1
retail	2
retailers	1
retailing	1
retain	8
retained	4
retaining	4
retains	1
retake	1
retire	1
retired	1
return	23
returned	32
returning	10
returns	5
reunion	2
reveal	1
revealed	2
revealing	1
revelation	1
revengeful	1
revenue	5
revenues	17
revenues_	1
revered	2
reversals	2
reverse	1
reverses	2
reviews	2
revised	1
revision	1
revived	2
reviving	2
revoke	1
revolt	6
revolting	1
revolution	6
revolutionaries	3
revolutionary	2
reward	3
rewards	4
reyes	2
rhea	1
rhubarb	1
ribbon	7
ribbons	1
ribera	2
rica	3
ricardo	1
rice	2
rich	38
richard	3
richer	2
riches	3
richest	2
rico	1
rid	1
ride	3
rider	2
rides	1
ridge	1
ridges	1
riding	3
rieles	2
rifles	1
right	12
rights	12
rigidly	1
rigorously	1
rills	1
rim	2
ring	1
ringed	1
ringleader	1
ringleaders	2
ringrose	1
rings	4
rio	17
rioja	1
rios	1
ripe	4
ripened	1
ripening	1
rippling	1
rise	18
risen	5
rises	3
rising	12
risk	3
rites	2
ritmos	1
ritual	1
rivadavia	1
rival	8
rivalled	2
rivalling	1
rivalry	3
rivals	3
rivas	2
river	61
riverine	2
rivers	32
riñihue	5
road	25
roads	17
roadstead	1
roadsteads	1
roamed	1
roaming	1
rob	1
robbed	1
robbing	1
robinson	1
roble	1
roca	1
rock	5
rocks	8
rocky	9
rocuant	2
rodent	2
rodriguez	2
rogers	2
roggeveen	2
rojas	1
rolled	1
rolling	1
roman	4
romance	1
romances	1
romantic	3
romney	1
roof	1
roofed	1
roofs	2
room	5
rooms	1
root	2
rooted	1
roots	5
rope	1
rosa	4
rosal	1
rosales	2
rosario	1
rosas	1
rose	29
rosea_	1
roses	1
rosette	1
ross	1
rosy	5
rotation	2
roto	2
rotted	1
rough	2
roughly	3
round	18
rounded	4
roundly	1
roused	6
rousing	1
rousseau	1
rout	1
route	18
routes	1
routine	1
routledge	5
roving	2
row	4
rowing	2
rows	5
roxane	1
royal	15
royalist	3
royalists	2
royalties	3
royalty	4
rubber	2
rubbish	1
rubble	1
rubrum_	2
rubén	1
ruddy	2
rudely	1
rudest	2
rugged	4
rugs	3
ruin	5
ruined	3
ruinous	4
ruins	4
rule	24
ruled	3
ruler	1
rulers	5
rules	4
ruling	2
rulo_	1
ruminant	1
run	22
running	29
runs	9
rupanco	1
rush	1
rushed	1
rushing	1
russet	1
ruthless	1
régime	7
rôle	1
s	325
s_	5
saavedra	2
sacked	2
sacks	3
sacred	2
sacrifices	1
saddle	3
saddles	1
safe	6
safeguard	1
safeguarded	1
safely	4
safer	1
safest	1
safety	2
saffron	1
sagacity	1
said	37
sail	16
sailed	47
sailing	28
sailor	7
sailors	14
sails	1
saint	1
sake	2
salada	1
salado	1
salar	1
sale	16
sales	13
salesman	1
salient	1
salitre	8
salitrera	4
salitreras_	3
salitres	5
salmon	1
saloon	1
salpeterwerke	2
salt	11
salta	2
salted	1
saltpetre	2
salts	1
salustio	1
salutary	1
salute	1
salvador	2
salving	1
same	79
samples	1
samuel	2
san	72
sanchez	2
sand	14
sandals	1
sandalwood	1
sandpoint	1
sands	5
sandy	8
sanity	1
sank	3
santa	25
santiago	115
santiaguino	3
santiván	1
santo	5
santos	8
saponaceous	3
sapphire	1
sarcoramphus	1
sarmiento	44
sat	3
satin	1
satisfaction	4
satisfactory	4
saturated	1
saturdays	1
saucer	1
sauces	1
sauternes	1
savage	4
save	7
saved	5
saves	1
saving	1
saw	18
sawmills	4
saxon	1
say	14
saying	1
says	23
scaffold	1
scale	11
scandal	2
scandinavia	1
scant	2
scanty	1
scarce	5
scarcely	6
scarcity	4
scarlet	3
scattered	2
scene	8
scenery	7
scenes	3
scent	4
scented	5
schedule	1
scheme	2
schemes	3
schmidtmeyer	1
scholar	1
school	17
schools	7
schooner	2
schouten	1
schwager	1
science	3
sciences	1
scientific	17
scientifically	1
scientists	3
scion	1
scope	1
scorched	1
scorching	4
score	10
scored	5
scores	9
scot	1
scotch	1
scotland	1
scots	6
scott	1
scottish	1
scout	1
scrap	1
scream	1
screen	1
screened	1
script	3
scrub	3
scrupulously	1
scrutiny	1
se	1
se_	1
sea	99
seaboard	1
seacoast	1
seal	3
sealed	1
sealers	1
seals	1
seaman	2
seamanlike	1
seamanship	1
seamen	5
seams	1
seaports	4
search	10
searching	1
seas	16
seashore	3
season	14
seasoned	1
seasons	2
seat	1
seated	1
seaweeds	1
sebastian	9
sebastião	1
secluded	1
seco	1
second	31
secondary	2
secondly	3
secret	4
secretaries	1
secretary	4
secretas	2
secretas_	2
sect	1
section	22
sections	4
secure	11
secured	4
securely	1
securing	2
securities	1
security	3
sedentary	1
sedulously	1
see	19
seed	3
seeds	5
seeing	3
seek	3
seekers	1
seeking	4
seeks	1
seem	10
seeme	1
seemed	4
seems	14
seen	33
seeped	1
sees	2
seine	1
seize	5
seized	17
seizing	2
seizure	5
seldom	2
select	1
selected	1
selection	1
selenite	1
self	7
selfish	1
selkirk	1
sell	8
sellers	2
selling	5
sells	1
semblance	1
semi	2
senate	2
senates	1
send	8
sending	7
sensation	1
sense	7
sensuality	1
sent	85
sentence	6
sentenced	2
sententious	1
sentiment	3
sentimental	2
sentimentality	2
separate	3
separated	2
separately	1
separation	1
sept	1
september	10
serena	12
serene	2
serenity	2
sergeant	1
series	38
serious	16
seriously	4
serrano	1
servant	2
servants	1
serve	14
served	15
serves	2
service	36
services	15
serving	14
session	1
set	72
sets	2
setting	11
settle	4
settled	22
settlement	36
settlements	14
settler	3
settlers	31
settling	1
seven	18
seventeen	3
seventeenth	7
seventies	1
seventy	8
several	42
severe	4
severely	1
severity	1
seville	3
sewell	11
señor	1
señora	2
señoras	1
señorita	1
shabby	2
shack	1
shackleton	1
shacks	1
shade	5
shaded	1
shades	2
shadow	4
shadowed	1
shadows	1
shafts	2
shales	2
shall	9
shallow	6
shame	1
shape	3
shaped	5
share	14
shared	2
shares	1
sharing	3
sharp	10
sharpening	1
sharply	2
shaved	1
shawl	2
she	56
sheaves	1
shed	3
shedding	1
sheds	3
sheep	31
sheepfarms	1
sheepfarms_	1
sheepskin	1
sheer	1
sheet	2
sheetiron	1
sheets	5
shell	10
shelled	1
shelter	3
sheltered	6
sheltering	1
shelters	1
shelves	1
shelving	2
shelvocke	2
shepherd	1
shepherding	1
shield	2
shielded	1
shields	1
shifting	3
shilling	2
shillings	13
shimmering	1
shines	1
shining	9
ship	77
shipbuilding	6
shipload	1
shipment	5
shipments	8
shipped	18
shipping	21
ships	63
shipwreck	1
shipwrecked	1
shipyard	1
shipyards	1
shivers	1
shocks	1
shod	1
shoe	3
shoes	3
shone	1
shoot	2
shooting	1
shop	1
shopkeepers	1
shops	3
shore	13
shores	3
short	16
shortened	2
shorter	1
shortly	4
shortsighted	1
shot	5
should	59
shouldered	2
shouldering	2
shoulders	4
shouted	2
shovels	2
show	13
showed	10
showering	1
showers	1
showing	6
shown	10
shows	12
shriek	1
shrift	1
shrouded	2
shrubs	6
shunned	1
shut	12
shutting	1
sick	1
sickness	2
side	34
sided	1
sidelights	1
sides	12
siege	2
sierra	2
sierras	1
sight	20
sighted	3
sighting	2
sign	10
signal	4
signalled	2
signalling	1
signally	1
signature	1
signed	7
significant	2
signing	1
signs	6
silence	1
silent	3
silk	1
silks	1
silting	1
silva	3
silver	48
silver_	1
silvestre	1
simancas	1
similar	26
similarity	1
similarly	1
simon	1
simple	14
simpler	1
simplest	1
simplicity	1
simply	3
simultaneously	2
simón	2
since	63
sincere	3
sincerely	1
sincerity	1
sinchi	1
sinchis	1
sindicato	1
sinews	1
singer	1
singing	1
single	14
singular	1
singularly	1
sinister	1
sink	3
sinking	2
sinner	1
sir	5
sister	18
sisters	5
site	5
sites	5
sitting	2
situated	13
situation	15
situations	1
six	42
sixpence	2
sixteen	1
sixteenth	4
sixth	2
sixty	11
sizable	1
size	8
sketches	1
skidded	1
skies	3
skiff	1
skill	11
skilled	1
skin	3
skins	7
skipper	1
skirmishing	1
skirted	2
skirts	1
skunks	1
sky	10
slabs	2
slackened	2
slain	1
slang	2
slaughter	3
slav	4
slave	2
slavery	1
slaves	8
slavia	1
slavic	1
slavs	3
sleek	2
sleeping	1
sleeps	1
slender	2
slides	1
slight	2
slightly	2
sligo	2
slim	3
slogan	1
sloman	1
slope	7
slopes	10
sloping	1
slow	3
slowly	2
slumbering	1
slump	4
slung	2
small	104
smaller	10
smallest	3
smart	2
smashed	4
smelling	1
smelted	2
smelter	4
smelters	10
smelting	1
smile	1
smiling	1
smoke	5
smoking	1
smooth	2
smoothed	2
smoothly	1
smuggler	1
smugglers	2
smuggling	3
smyth	4
snakes	1
snipe	1
snow	33
snows	5
snowy	1
so	110
soaked	1
soap	3
soared	3
soaring	1
sobriety	1
social	20
socialism	1
socialista_	1
sociedad	4
society	6
société	2
socompa	1
socorro	2
sod	1
soda	15
sodium	4
soft	5
softness	3
soho	1
soil	27
soils	2
sojourn	3
solar	2
solatium	1
sold	18
soldier	6
soldiers	16
soldiery	1
sole	6
solely	2
solemnly	1
solicit	2
